device_id,manufacture_date,notes_x,device_name,shorted,tbl_id,trd_id,baseline_version_id,route_id,jmp_label,device_thickness,electrolyte_thickness,leaked,other_failure,other_failure_description,route_name,id,measurement_date,ec_check_in_file,bleach_time,bleach_voltage,coulombic_efficiency,cycle_number,tint_time,tint_voltage,importData,bleach_final_current,bleach_max_current,tint_final_current,tint_max_current,tint_charge_a,tint_charge_b,tint_charge_c,tint_charge_d,charge_in,charge_out,local_path,server_path,tint_max_current_time,notes_y,optics_check_in_file,bleach_ten_time,bleach_five_time,bleach_one_time,bleach_point_one_time,delta_initial_final_percentage,delta_max_min_percentage,final_percentage,initial_percentage,max_percentage,min_percentage,tint_ten_time,tint_five_time,tint_one_time,tint_point_one_time,tint_ten_a,tint_five_a,tint_one_a,tint_point_one_a,a_final,a_initial,a_max,a_min,tint_ten_b,tint_five_b,tint_one_b,tint_point_one_b,b_final,b_initial,b_max,b_min,tint_ten_cri,tint_five_cri,tint_one_cri,tint_point_one_cri,cri_final,cri_initial,cri_max,cri_min,tint_ten_l,tint_five_l,tint_one_l,tint_point_one_l,l_final,l_initial,l_max,l_min,deltaE_initial,deltaE_final,tint_five_deltaE,deltaE_min,tint_one_deltaE,tint_point_one_deltaE,tint_ten_deltaE,expected_VLT,mesh_width_checkin,tint_time_eighty_vlt
4279,2024-08-01,"sulfolane 500/500 ZnBr2/NaPro (78.5 ppm water) 
cycle 0 - post fab physical characteristics 
overnight heat treatment at 85C
pre-cycle 1 - post heating physical characteristics 
cycles 1&2 - CV check-ins
cycles 3-100 - CV arbin 
cycles 101-102 - CV checkins",20240801_ED_4279,False,,260,20,1,,,,False,False,,Ambient,4449,2024-08-06,,,,0.9975646040982109,1,,,True,0.2919994,70.00168,-10.092600000000001,-44.87782,-1.6154185632177491,,,,-2.0022779651263534,1.997401625575842,T:\Shared drives\Data\Devices\2024\08\20240801\20240801_ED_4279\cycle2\20240801_ED_4279_cycle1.tyntEC,/code/static/DjangoDevelopment/google-drive-data/Devices/2024/08/20240801/20240801_ED_4279/cycle2/20240801_ED_4279_cycle1.tyntEC,1.850731,,,,,,,0.09280704927596872,51.239487071597395,58.67670218021132,58.58389513093535,58.67887173264796,7.43938466105057,86.648802,,,,-4.6602846257702,,,,-0.7512192214808588,-0.7905403039588088,-0.7473026711352082,-3.923984259959157,-3.6952068728423493,,,,2.7251677181226563,2.76047276188911,2.7179459133164885,-3.0794805629089983,98.57662092610826,,,,96.63547836322465,96.6847696490104,96.63622059307687,98.31017058012552,37.55713282361751,,,,80.91427895533634,80.87167737867969,80.90671187279412,32.548948954240444,,,,,,,,0.67650625,35.5,71.647923
4279,2024-08-01,"sulfolane 500/500 ZnBr2/NaPro (78.5 ppm water) 
cycle 0 - post fab physical characteristics 
overnight heat treatment at 85C
pre-cycle 1 - post heating physical characteristics 
cycles 1&2 - CV check-ins
cycles 3-100 - CV arbin 
cycles 101-102 - CV checkins",20240801_ED_4279,False,,260,20,1,,,,False,False,,Ambient,4456,2024-08-06,,,,0.9975646040982109,2,,,True,0.2919994,70.00168,-10.092600000000001,-44.87782,-1.6154185632177491,,,,-2.0022779651263534,1.997401625575842,/Users/sarahpearce/Library/CloudStorage/GoogleDrive-sarah@tynt.io/Shared drives/Data/Devices/2024/08/20240801/20240801_ED_4279/cycle2/20240801_ED_4279_cycle2.tyntEC,/code/static/DjangoDevelopment/google-drive-data/Devices/2024/08/20240801/20240801_ED_4279/cycle2/20240801_ED_4279_cycle2.tyntEC,1.850731,,,,,,,0.09280704927596872,51.239487071597395,58.67670218021132,58.58389513093535,58.67887173264796,7.43938466105057,86.648802,,,,-4.6602846257702,,,,-0.7512192214808588,-0.7905403039588088,-0.7473026711352082,-3.923984259959157,-3.6952068728423493,,,,2.7251677181226563,2.76047276188911,2.7179459133164885,-3.0794805629089983,98.57662092610826,,,,96.63547836322465,96.6847696490104,96.63622059307687,98.31017058012552,37.55713282361751,,,,80.91427895533634,80.87167737867969,80.90671187279412,32.548948954240444,0.0,0.0,,0.0,,,0.0,,0.0,71.647923
4279,2024-08-01,"sulfolane 500/500 ZnBr2/NaPro (78.5 ppm water) 
cycle 0 - post fab physical characteristics 
overnight heat treatment at 85C
pre-cycle 1 - post heating physical characteristics 
cycles 1&2 - CV check-ins
cycles 3-100 - CV arbin 
cycles 101-102 - CV checkins",20240801_ED_4279,False,,260,20,1,,,,False,False,,Ambient,4470,2024-08-08,,,,3.2825187927454538,102,,,True,70.00159000000001,70.00169000000001,-3.548378,-70.00174000000001,0.0,-0.3526663676511148,-1.3150342438593383,,-2.000080079307236,6.565300447321819,T:\Shared drives\Data\Devices\2024\08\20240801\20240801_ED_4279\cycle102\20240801_ED_4279_cycle102.tyntEC,/code/static/DjangoDevelopment/google-drive-data/Devices/2024/08/20240801/20240801_ED_4279/cycle102/20240801_ED_4279_cycle102.tyntEC,0.0,,,,,,,-3.8024943252988264,8.334129732020905,5.060334600760936,8.862828926059763,8.862828926059763,0.5286991940388571,0.0,8.999747,95.006746,,-0.7178118769599062,0.887437188068968,1.2073484691242782,,-0.9476711219301714,-0.7178118769599062,-0.7178118769599062,0.9720009818551117,0.05167318885502814,0.16949569598038172,-2.6121844045868925,,-0.7928678416148971,0.05167318885502814,0.05167318885502814,-0.5323941692438161,96.81581914124895,93.8794583777152,89.1691446211195,,96.24097248356922,96.81581914124895,96.81581914124895,88.9739720720428,35.56099990278625,26.319512196100703,9.213316066191322,,26.852672498281834,35.56099990278625,35.56099990278625,4.978797077022389,40.96386451965249,52.181009193228554,,20.132940586876554,,,6.096151849796354,0.6724,36.0,35.998625
4280,2024-08-01,"sulfolane 500/500 ZnBr2/NaPro (78.5 ppm water) 
cycle 0 - post fab physical characteristics 
overnight heat treatment at 85C
pre-cycle 1 - post heating physical characteristics 
cycles 1&2 - CV check-ins
cycles 3-100 - CV arbin 
cycles 101-102 - CV checkins
cycles 103-104 CC checkins",20240801_ED_4280,False,,260,20,1,,,,False,False,,Ambient,4455,2024-08-06,,,,0.9775068175464455,2,,,True,0.2972185,70.0027,-14.63952,-46.543189999999996,-1.9598822683978796,,,,-2.000312902911269,1.9553194998218866,/Users/sarahpearce/Library/CloudStorage/GoogleDrive-sarah@tynt.io/Shared drives/Data/Devices/2024/08/20240801/20240801_ED_4280/cycle2/20240801_ED_4280_cycle2.tyntEC,/code/static/DjangoDevelopment/google-drive-data/Devices/2024/08/20240801/20240801_ED_4280/cycle2/20240801_ED_4280_cycle2.tyntEC,3.371914,,,,,,,0.8277194066321698,50.64895534622063,60.25839602437848,59.43067661774631,60.30181145439657,9.652856108175936,95.001203,,,,-4.588734646981369,,,,-0.6353816391252987,-0.7008427588345301,-0.6117096345614192,-4.554650658026516,2.5285450609251026,,,,2.3122221505131435,2.5024219235546763,2.25659831405971,2.560048382181346,97.59438060963691,,,,96.45376583473526,96.55091399386002,96.42897160783471,97.46796644856433,37.09119795842955,,,,81.80878213541259,81.35775229302648,81.80942985178856,36.549279575198206,,,,,,,,,0.0,81.001174
4280,2024-08-01,"sulfolane 500/500 ZnBr2/NaPro (78.5 ppm water) 
cycle 0 - post fab physical characteristics 
overnight heat treatment at 85C
pre-cycle 1 - post heating physical characteristics 
cycles 1&2 - CV check-ins
cycles 3-100 - CV arbin 
cycles 101-102 - CV checkins
cycles 103-104 CC checkins",20240801_ED_4280,False,,260,20,1,,,,False,False,,Ambient,4458,2024-08-07,,,,1.010517681921405,102,,,True,10.04369,70.00013,-9.802785,-41.56911,-1.4738387225208438,,,,-2.0021277269593587,2.023185469557543,/Users/sarahpearce/Library/CloudStorage/GoogleDrive-sarah@tynt.io/Shared drives/Data/Devices/2024/08/20240801/20240801_ED_4280/cycle102/20240801_ED_4280_cycle102.tyntEC,/code/static/DjangoDevelopment/google-drive-data/Devices/2024/08/20240801/20240801_ED_4280/cycle102/20240801_ED_4280_cycle102.tyntEC,1.176079,,,,,,,-6.264722644869202,42.84472015953027,43.51248838269679,49.77721102756599,49.77721102756599,6.932490868035725,68.999151,,,,-4.420285435214389,,,,-0.711580475471929,-0.6992626334159646,-0.6992626334159646,-3.908720376294139,-1.5267586401757294,,,,2.289951212126473,2.7947242259733773,2.7947242259733773,-1.0382628584948428,98.93652084354315,,,,96.70493865472031,96.74284193950126,96.74284193950126,99.08855404656187,37.5868130557212,,,,71.64794615639232,75.66443237416668,75.66443237416668,31.377225556616686,,,,,,,,,0.0,70.001952
4280,2024-08-01,"sulfolane 500/500 ZnBr2/NaPro (78.5 ppm water) 
cycle 0 - post fab physical characteristics 
overnight heat treatment at 85C
pre-cycle 1 - post heating physical characteristics 
cycles 1&2 - CV check-ins
cycles 3-100 - CV arbin 
cycles 101-102 - CV checkins
cycles 103-104 CC checkins",20240801_ED_4280,False,,260,20,1,,,,False,False,,Ambient,4473,2024-08-08,,,,1.172721787524052,104,,,True,0.3868974,9.999933,-15.000960000000001,-15.00114,,,,,-2.0036507657470484,2.349724907580814,T:\Shared drives\Data\Devices\2024\08\20240801\20240801_ED_4280\cycle104\20240801_ED_4280_cycle104.tyntEC,/code/static/DjangoDevelopment/google-drive-data/Devices/2024/08/20240801/20240801_ED_4280/cycle104/20240801_ED_4280_cycle104.tyntEC,0.36863,,,,,,,1.4538489769797494,24.623171498780554,55.19066963515044,53.73682065817069,55.2285743796138,30.605402880833243,,,,,,,,,-0.006525220575926971,-0.6786626379493566,-0.001054938686060325,-0.0011966465321150421,,,,,0.02626685039802301,2.833455682407493,0.004157687705746371,0.002836161515645752,,,,,99.84108790839821,96.6993008155417,99.84194179099813,99.85271240756099,,,,,0.789047561871739,78.0773473206763,0.0494515390301331,0.02763698260609342,,,,,,,,0.6889,34.0,132.999567
4280,2024-08-01,"sulfolane 500/500 ZnBr2/NaPro (78.5 ppm water) 
cycle 0 - post fab physical characteristics 
overnight heat treatment at 85C
pre-cycle 1 - post heating physical characteristics 
cycles 1&2 - CV check-ins
cycles 3-100 - CV arbin 
cycles 101-102 - CV checkins
cycles 103-104 CC checkins",20240801_ED_4280,False,,260,20,1,,,,False,False,,Ambient,4473,2024-08-08,,,,1.172721787524052,104,,,True,0.3868974,9.999933,-15.000960000000001,-15.00114,,,,,-2.0036507657470484,2.349724907580814,T:\Shared drives\Data\Devices\2024\08\20240801\20240801_ED_4280\cycle104\20240801_ED_4280_cycle104.tyntEC,/code/static/DjangoDevelopment/google-drive-data/Devices/2024/08/20240801/20240801_ED_4280/cycle104/20240801_ED_4280_cycle104.tyntEC,0.36863,,,,,,,1.4538489769797494,24.623171498780554,55.19066963515044,53.73682065817069,55.2285743796138,30.605402880833243,,,,,,,,,-0.006525220575926971,-0.6786626379493566,-0.001054938686060325,-0.0011966465321150421,,,,,0.02626685039802301,2.833455682407493,0.004157687705746371,0.002836161515645752,,,,,99.84108790839821,96.6993008155417,99.84194179099813,99.85271240756099,,,,,0.789047561871739,78.0773473206763,0.0494515390301331,0.02763698260609342,,,,,,,,0.970225,3.0,132.999567
4281,2024-08-01,"sulfolane 500/500 ZnBr2/NaPro (78.5 ppm water) 
cycle 0 - post fab physical characteristics 
overnight heat treatment at 85C
pre-cycle 1 - post heating physical characteristics 
cycles 1&2 - CV check-ins
cycles 3-100 - CV arbin 
cycles 101-102 - CV checkins
cycles 103-104 CC checkins",20240801_ED_4281,False,,260,20,1,,,,False,False,,Ambient,4454,2024-08-06,,,,0.9948596590866069,2,,,True,0.29253029999999997,70.00278,-9.217628,-44.067299999999996,-1.6495517836280535,,,,-2.002254074295368,1.9919618057582593,/Users/sarahpearce/Library/CloudStorage/GoogleDrive-sarah@tynt.io/Shared drives/Data/Devices/2024/08/20240801/20240801_ED_4281/cycle2/20240801_ED_4281_cycle2.tyntEC,/code/static/DjangoDevelopment/google-drive-data/Devices/2024/08/20240801/20240801_ED_4281/cycle2/20240801_ED_4281_cycle2.tyntEC,1.71558,,,,,,,0.2703824797271608,54.4924436734115,61.57178327672409,61.30140079699693,61.59865084903178,7.106207175620273,89.000292,,,,-4.725428862989434,,,,-0.8273338876028657,-0.8005841421287463,-0.7828323664199055,-4.386767412439651,-4.100029696718899,,,,2.8586346031688414,2.720986268639214,2.7563363535993757,-3.5621136938343567,98.56707746792497,,,,96.66656387780733,96.63257311260443,96.62611360934828,98.5551796311461,37.58615535244706,,,,82.4809307298113,82.34056235102841,82.48291033732127,31.815016358746234,,,,,,,,,0.0,71.00798
4281,2024-08-01,"sulfolane 500/500 ZnBr2/NaPro (78.5 ppm water) 
cycle 0 - post fab physical characteristics 
overnight heat treatment at 85C
pre-cycle 1 - post heating physical characteristics 
cycles 1&2 - CV check-ins
cycles 3-100 - CV arbin 
cycles 101-102 - CV checkins
cycles 103-104 CC checkins",20240801_ED_4281,False,,260,20,1,,,,False,False,,Ambient,4457,2024-08-07,,,,44.50275331204335,102,,,True,3.308918e-08,3.512084e-07,-1.150429e-07,-2.16783e-07,,,,,-1.2825448697926766e-10,5.707677795201024e-09,/Users/sarahpearce/Library/CloudStorage/GoogleDrive-sarah@tynt.io/Shared drives/Data/Devices/2024/08/20240801/20240801_ED_4281/cycle102/20240801_ED_4281_cycle102.tyntEC,/code/static/DjangoDevelopment/google-drive-data/Devices/2024/08/20240801/20240801_ED_4281/cycle102/20240801_ED_4281_cycle102.tyntEC,43.843062,,,,,,,0.12286279790852461,0.15210510360182639,34.334033038865044,34.21117024095652,34.3369931575375,34.18488805393567,,,,,,,,,-1.484006058087739,-1.5206389939741438,-1.495970218054532,-1.4902531964988697,,,,,3.1850076522758064,3.261636173967042,3.224044522846703,3.1894465510130754,,,,,97.28270032563532,97.32401942288627,97.29685940670088,97.29398255226621,,,,,65.01809741440546,64.91594855904451,65.01533641306486,64.9289498205822,,,,,,,,,0.0,9.99999
4281,2024-08-01,"sulfolane 500/500 ZnBr2/NaPro (78.5 ppm water) 
cycle 0 - post fab physical characteristics 
overnight heat treatment at 85C
pre-cycle 1 - post heating physical characteristics 
cycles 1&2 - CV check-ins
cycles 3-100 - CV arbin 
cycles 101-102 - CV checkins
cycles 103-104 CC checkins",20240801_ED_4281,False,,260,20,1,,,,False,False,,Ambient,4475,2024-08-08,,,,1.8506123174114593,104,,,True,4.835317,10.71861,-14.99851,-14.999139999999999,,,,,-2.001039861932384,3.7031490161233958,T:\Shared drives\Data\Devices\2024\08\20240801\20240801_ED_4281\cycle104\20240801_ED_4281_cycle104.tyntEC,/code/static/DjangoDevelopment/google-drive-data/Devices/2024/08/20240801/20240801_ED_4281/cycle104/20240801_ED_4281_cycle104.tyntEC,3.115373,,,,,,,9.39120582390985,39.070633554659366,59.41439784408268,50.02319202017283,59.46657136638577,20.3959378117264,,,,,,,,,-0.0023525867790366584,-0.0011006464686103001,-0.002294723946411753,-0.00037437429940292977,,,,,0.008090443652329748,0.010379139253187508,0.007952266464409663,0.007111510704004009,,,,,99.87599786447946,99.94396689853002,99.87469371809834,99.976349660256,,,,,0.05318878107434955,0.045016761797737816,0.053198686212546066,0.018358878867050166,,,,,,,,0.680625,35.0,132.998998
